feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
SV_116	metabolic_responder	R	0.00172578119202515	0.00069536560388229	20	5	0.0245546848545791	0.69838385561089
SV_117	timepoint	2_post	-0.000974893128437115	0.000594102833097215	20	3	0.139436229160759	0.69838385561089
SV_119	metabolic_responder	R	4.20950427363655e-05	3.99808556174393e-05	20	0	0.308037791037554	0.69838385561089
SV_119	timepoint	2_post	-5.06793008286482e-05	3.99808556174394e-05	20	0	0.223082626644972	0.69838385561089
SV_119	time_responder	1_pre_R	-0.000105093456259264	5.65414682494633e-05	20	0	0.0815642223623072	0.69838385561089
SV_12	metabolic_responder	R	0.0122418846076376	0.00686648825954607	20	19	0.105923515850733	0.69838385561089
SV_12	timepoint	2_post	-0.00661693415079907	0.00301224085459732	20	19	0.0592999642173571	0.69838385561089
SV_12	time_responder	1_pre_R	-0.013932424291701	0.00425995186970585	20	19	0.0113467284577093	0.69838385561089
SV_120	metabolic_responder	R	0.00155724162411971	0.000941232170725098	20	3	0.120659951235854	0.69838385561089
SV_120	time_responder	1_pre_R	-0.00194191807734621	0.00102768641801855	20	3	0.0954844212314301	0.69838385561089
SV_121	timepoint	2_post	0.0022938180391104	0.00222631872607995	20	4	0.333000653505456	0.69838385561089
SV_122	time_responder	1_pre_R	0.000159946162627183	0.000150985143809433	20	2	0.320374113042866	0.69838385561089
SV_124	time_responder	1_pre_R	0.00776658439787867	0.0078378139557302	20	3	0.336478472610246	0.69838385561089
SV_125	metabolic_responder	R	-0.00449113251139293	0.00437124376693483	20	4	0.330067544981044	0.69838385561089
SV_125	timepoint	2_post	0.00249415296093193	0.00172950927626274	20	4	0.187248924012277	0.69838385561089
SV_126	metabolic_responder	R	-0.00780159001147767	0.00516972014513836	20	4	0.152890397838064	0.69838385561089
SV_126	timepoint	2_post	0.00606732869242544	0.00422372363210122	20	4	0.188793161391847	0.69838385561089
SV_126	time_responder	1_pre_R	0.00610984633800186	0.00597324724423329	20	4	0.336302247595494	0.69838385561089
SV_127	metabolic_responder	R	-0.000219223893235844	0.000226132763250605	20	0	0.346749480159455	0.69838385561089
SV_128	timepoint	2_post	-0.000636488605564511	0.000312687860826657	20	3	0.0761994442936648	0.69838385561089
SV_128	time_responder	1_pre_R	-0.000632023555146678	0.000442207413570489	20	3	0.190796571649778	0.69838385561089
SV_129	time_responder	1_pre_R	0.00883732227924228	0.00896962098201182	20	1	0.339166656530645	0.69838385561089
SV_130	metabolic_responder	R	0.00107212633489328	0.000922361510835677	20	4	0.264746221255706	0.69838385561089
SV_130	time_responder	1_pre_R	-0.00120046519148054	0.00101397663238269	20	4	0.270427332942722	0.69838385561089
SV_133	time_responder	1_pre_R	0.00136527355676099	0.00100861718997606	20	7	0.212860694432439	0.69838385561089
SV_134	metabolic_responder	R	0.00122211643047339	0.000924383861137868	20	4	0.215183154001863	0.69838385561089
SV_134	timepoint	2_post	-0.000438094557346174	0.000452757576744024	20	4	0.361575377577449	0.69838385561089
SV_134	time_responder	1_pre_R	-0.000623227126464527	0.000640295905498576	20	4	0.358890515524352	0.69838385561089
SV_135	metabolic_responder	R	0.0045469046880342	0.00348586946451736	20	2	0.219434943813628	0.69838385561089
SV_135	time_responder	1_pre_R	-0.00285009177641986	0.00268803130625755	20	2	0.319971901421825	0.69838385561089
SV_14	timepoint	2_post	0.00361176494853338	0.00356301962460809	20	16	0.340408309061344	0.69838385561089
SV_14	time_responder	1_pre_R	0.00718214961015886	0.00503887067612225	20	16	0.191882682296628	0.69838385561089
SV_140	timepoint	2_post	-0.00681976469828585	0.00477560298588343	20	20	0.172508250467649	0.69838385561089
SV_140	time_responder	1_pre_R	-0.00682206874291594	0.00675372251114579	20	20	0.327470745854415	0.69838385561089
SV_141	metabolic_responder	R	0.000651086499592258	0.000602598084275187	20	1	0.295952739181957	0.69838385561089
SV_142	timepoint	2_post	0.00019498382602358	0.000161366246638739	20	0	0.261422497976172	0.69838385561089
SV_144	metabolic_responder	R	0.00281889539194294	0.00193011376940865	20	2	0.167934046409412	0.69838385561089
SV_145	metabolic_responder	R	0.00532702139802332	0.00387693308989899	20	2	0.19287291871559	0.69838385561089
SV_145	time_responder	1_pre_R	-0.00397259622817531	0.00390701906610323	20	2	0.33901700967884	0.69838385561089
SV_147	metabolic_responder	R	-0.000137081344203333	0.000127712267546471	20	0	0.30137950238524	0.69838385561089
SV_147	timepoint	2_post	0.000137696427487064	9.99282047953216e-05	20	0	0.205528931342695	0.69838385561089
SV_148	metabolic_responder	R	0.00257784405089725	0.00211521005685422	20	4	0.252532908712021	0.69838385561089
SV_148	time_responder	1_pre_R	0.0014682307293215	0.00121985885216721	20	4	0.263145226981807	0.69838385561089
SV_149	metabolic_responder	R	0.00145019622326467	0.000764907236354729	20	4	0.0761837918178009	0.69838385561089
SV_149	time_responder	1_pre_R	-0.00148733386315341	0.0010748660110152	20	4	0.203819175530537	0.69838385561089
SV_15	time_responder	1_pre_R	-0.0153574002217957	0.0151306667612854	20	20	0.339823143058798	0.69838385561089
SV_151	metabolic_responder	R	-0.00113111125212703	0.000861448998262296	20	1	0.211822886830287	0.69838385561089
SV_151	timepoint	2_post	0.000886564739936694	0.000622853645083837	20	1	0.192430129472402	0.69838385561089
SV_151	time_responder	1_pre_R	0.00097117220839011	0.000880848072251081	20	1	0.302286004350406	0.69838385561089
SV_153	time_responder	1_pre_R	0.000396570326836124	0.000342875782631543	20	1	0.264413189436211	0.69838385561089
SV_154	timepoint	2_post	-0.000916716751790833	0.00047992899323291	20	6	0.0925156322257452	0.69838385561089
SV_157	timepoint	2_post	-0.00136760200357483	0.00129907946172072	20	4	0.308096907722282	0.69838385561089
SV_157	time_responder	1_pre_R	-0.00195399873245777	0.00183717579336578	20	4	0.303304649053971	0.69838385561089
SV_158	metabolic_responder	R	-0.00124353970627839	0.000985191439175044	20	6	0.224954587865233	0.69838385561089
SV_158	timepoint	2_post	0.00122129357340858	0.000985191439175044	20	6	0.232979492846798	0.69838385561089
SV_159	metabolic_responder	R	-0.004220418941136	0.00393947831207656	20	2	0.314949511533157	0.69838385561089
SV_159	timepoint	2_post	0.000610215481163156	0.000413814653489406	20	2	0.178549065881859	0.69838385561089
SV_159	time_responder	1_pre_R	0.000607911436533048	0.00058522229527344	20	2	0.329285817998699	0.69838385561089
SV_16	metabolic_responder	R	-0.00069817332626627	0.000358779072559356	20	1	0.0697536952921246	0.69838385561089
SV_16	timepoint	2_post	0.000964254595352222	0.000334291558091865	20	1	0.0203712305202606	0.69838385561089
SV_16	time_responder	1_pre_R	0.000811151714490685	0.00047275965524035	20	1	0.124539960069796	0.69838385561089
SV_160	time_responder	1_pre_R	0.0016769135757378	0.00132352615104564	20	2	0.24079209351286	0.69838385561089
SV_162	metabolic_responder	R	0.000519532884747131	0.000480496136973484	20	1	0.295617448667624	0.69838385561089
SV_163	metabolic_responder	R	0.00127641814419509	0.00104687464203417	20	2	0.255551428486267	0.69838385561089
SV_165	metabolic_responder	R	0.000216782175639484	0.000146974413100227	20	18	0.159627538575588	0.69838385561089
SV_165	time_responder	1_pre_R	-0.000283525678789963	0.000207853208328167	20	18	0.191428751224048	0.69838385561089
SV_166	timepoint	2_post	6.35775396922847e-05	4.61628947289057e-05	20	19	0.20573903232275	0.69838385561089
SV_168	metabolic_responder	R	0.00046287655477309	0.000306183868555441	20	0	0.163042545343876	0.69838385561089
SV_168	timepoint	2_post	-0.00025012701110483	0.00012823238765204	20	0	0.086914803468614	0.69838385561089
SV_168	time_responder	1_pre_R	-0.000338046330232462	0.000181347981753	20	0	0.0993069696775345	0.69838385561089
SV_17	timepoint	2_post	0.00690345017320569	0.0059681559925419	20	20	0.280759564208702	0.69838385561089
SV_17	time_responder	1_pre_R	0.0104950866672405	0.00844024714701101	20	20	0.248901842128446	0.69838385561089
SV_171	timepoint	2_post	-8.79977230178981e-05	8.45751837853918e-05	20	0	0.31359094642198	0.69838385561089
SV_173	metabolic_responder	R	-0.000370603666948611	0.000262849899258092	20	20	0.17769906559088	0.69838385561089
SV_173	timepoint	2_post	0.000389410840961566	0.000262849899258092	20	20	0.157899807483485	0.69838385561089
SV_173	time_responder	1_pre_R	0.000387106796331499	0.000371725892399196	20	20	0.313181576822798	0.69838385561089
SV_175	metabolic_responder	R	-0.000275281731986705	0.000213015906261883	20	0	0.214604426355932	0.69838385561089
SV_175	timepoint	2_post	0.000434090007481674	0.000213015906261883	20	0	0.0584537129800463	0.69838385561089
SV_176	metabolic_responder	R	-0.000993046065774503	0.000754824788518704	20	20	0.206849783547587	0.69838385561089
SV_176	timepoint	2_post	0.00137560802878635	0.000754824788518704	20	20	0.0871346575914296	0.69838385561089
SV_176	time_responder	1_pre_R	0.00137330398415624	0.00106748345313855	20	20	0.216577058585116	0.69838385561089
SV_178	timepoint	2_post	-0.000722288300866769	0.000282874131438366	20	3	0.0339947797638496	0.69838385561089
SV_178	time_responder	1_pre_R	-0.00044788610176526	0.000400044433124647	20	3	0.295373321157647	0.69838385561089
SV_18	timepoint	2_post	-0.00735152745586351	0.00523536326122998	20	16	0.197869238777578	0.69838385561089
SV_180	timepoint	2_post	-0.00117362582511872	0.000820720044952648	20	3	0.190588632498191	0.69838385561089
SV_182	time_responder	1_pre_R	9.05127590913072e-05	6.74289285132523e-05	20	0	0.216329438330123	0.69838385561089
SV_185	metabolic_responder	R	0.000379491730952706	0.000323771091511944	20	1	0.258314953881931	0.69838385561089
SV_186	timepoint	2_post	-0.000456180484543964	0.000333622584580044	20	5	0.208693597052537	0.69838385561089
SV_187	metabolic_responder	R	-0.00369522810242391	0.00318085904871399	20	4	0.262391780080529	0.69838385561089
SV_187	timepoint	2_post	0.00440240230120087	0.00318085904871399	20	4	0.185352681769094	0.69838385561089
SV_187	time_responder	1_pre_R	0.0048653942294131	0.00449841400668851	20	4	0.295471968885488	0.69838385561089
SV_188	timepoint	2_post	-0.000587946759131251	0.00055274680854562	20	4	0.318522658417546	0.69838385561089
SV_189	timepoint	2_post	-0.00121329625942122	0.000920760180326239	20	4	0.22408376763436	0.69838385561089
SV_19	metabolic_responder	R	0.0125956175383346	0.00732632184842781	20	12	0.111941216941438	0.69838385561089
SV_19	time_responder	1_pre_R	-0.00633502205271311	0.00648300306814676	20	12	0.357103027549994	0.69838385561089
SV_194	metabolic_responder	R	-0.000666091283137919	0.000527679627736289	20	2	0.224929734014434	0.69838385561089
SV_194	timepoint	2_post	0.000647562551593024	0.000527679627736289	20	2	0.2375027910306	0.69838385561089
SV_194	time_responder	1_pre_R	0.00110697320018363	0.000746251686132646	20	2	0.157404541905222	0.69838385561089
SV_195	metabolic_responder	R	0.00349617809620215	0.0024796213293291	20	2	0.177693140583397	0.69838385561089
SV_197	timepoint	2_post	-7.1688183583854e-05	5.00826589815626e-05	20	0	0.19019967042202	0.69838385561089
SV_198	metabolic_responder	R	0.0041784301846569	0.00299494162538001	20	2	0.184022544583244	0.69838385561089
SV_198	time_responder	1_pre_R	-0.00360012720260674	0.00347728203530353	20	2	0.330794968718014	0.69838385561089
SV_199	metabolic_responder	R	-0.000160512650540689	8.92134924774663e-05	20	0	0.0908748823352852	0.69838385561089
SV_199	timepoint	2_post	0.000140165527486733	8.92134924774663e-05	20	0	0.135717026707817	0.69838385561089
SV_199	time_responder	1_pre_R	0.00016689872810717	0.000126166931008303	20	0	0.204484486651865	0.69838385561089
SV_2	metabolic_responder	R	-0.00203523145904701	0.00202811879834104	20	16	0.330552356630188	0.69838385561089
SV_20	time_responder	1_pre_R	0.00195679093011546	0.000988105976280572	20	11	0.0830043584336043	0.69838385561089
SV_200	timepoint	2_post	-0.000441637388317355	0.000390864919885522	20	3	0.2912559509056	0.69838385561089
SV_201	timepoint	2_post	-5.08025978690613e-05	1.55424684399825e-05	20	0	0.0113794699599251	0.69838385561089
SV_201	time_responder	1_pre_R	-5.31066424991192e-05	2.19803696605791e-05	20	0	0.0421059053016075	0.69838385561089
SV_202	metabolic_responder	R	-0.00321248524805947	0.00290145500408124	20	2	0.299540024840217	0.69838385561089
SV_202	timepoint	2_post	0.000495744621227653	0.000481870611406867	20	2	0.333675215273663	0.69838385561089
SV_206	time_responder	1_pre_R	0.000341189499912839	0.000312892782787969	20	1	0.307272474137408	0.69838385561089
SV_207	metabolic_responder	R	-0.00587122742455318	0.00415367258097632	20	1	0.176668479082146	0.69838385561089
SV_207	timepoint	2_post	0.00586548056755495	0.00415367258097632	20	1	0.177068583769922	0.69838385561089
SV_207	time_responder	1_pre_R	0.00586947135779999	0.00587418009767398	20	1	0.332571249898606	0.69838385561089
SV_208	timepoint	2_post	-0.000109671203225214	6.46617501082251e-05	20	20	0.109238228012997	0.69838385561089
SV_208	time_responder	1_pre_R	-0.000111975247855269	9.14455239698319e-05	20	20	0.238486782957134	0.69838385561089
SV_210	time_responder	1_pre_R	0.00284983201420961	0.00283472292395277	20	1	0.329700782584577	0.69838385561089
SV_211	metabolic_responder	R	-0.00330004853126377	0.00292525599702612	20	2	0.290783406638311	0.69838385561089
SV_211	timepoint	2_post	0.000816554809933278	0.000570404872986941	20	2	0.19016137442948	0.69838385561089
SV_211	time_responder	1_pre_R	0.00081425076530324	0.000806674307421835	20	2	0.342338092585867	0.69838385561089
SV_212	timepoint	2_post	0.000291073252611674	0.000230629589540965	20	2	0.242469115886833	0.69838385561089
SV_213	timepoint	2_post	-0.00110811282885924	0.000741282630772138	20	2	0.173311235505002	0.69838385561089
SV_214	metabolic_responder	R	-0.00206222189841305	0.00154121737879603	20	2	0.206245879619918	0.69838385561089
SV_214	timepoint	2_post	0.00126815671076899	0.000970477166906021	20	2	0.227613658840215	0.69838385561089
SV_215	metabolic_responder	R	-0.00114853930402398	0.000923862437063352	20	2	0.24581435464521	0.69838385561089
SV_215	timepoint	2_post	0.000404750201412622	0.000289448562556068	20	2	0.199556085800675	0.69838385561089
SV_215	time_responder	1_pre_R	0.000407208017823845	0.000409342082776188	20	2	0.348972914396159	0.69838385561089
SV_216	metabolic_responder	R	-0.00104334782254142	0.000854805698842433	20	1	0.243298552243906	0.69838385561089
SV_216	timepoint	2_post	0.000781862540688808	0.000639225264993697	20	1	0.256081161470094	0.69838385561089
SV_216	time_responder	1_pre_R	0.0010796946890568	0.000904001039165622	20	1	0.266548219292311	0.69838385561089
SV_220	metabolic_responder	R	-7.57546003798751e-05	7.32291790811653e-05	20	0	0.316292312481185	0.69838385561089
SV_220	timepoint	2_post	0.000101888510987962	7.32291790811653e-05	20	0	0.183159547321987	0.69838385561089
SV_220	time_responder	1_pre_R	0.000149963223916702	0.000103561698218032	20	0	0.166913363430509	0.69838385561089
SV_222	metabolic_responder	R	-0.000688895018416733	0.000489398843909582	20	20	0.178370368734292	0.69838385561089
SV_222	timepoint	2_post	0.00074853878098383	0.000489398843909582	20	20	0.145667746865388	0.69838385561089
SV_222	time_responder	1_pre_R	0.000746234736353686	0.000692114482466645	20	20	0.296933936085411	0.69838385561089
SV_223	metabolic_responder	R	-0.000718918516129451	0.000562753547875958	20	5	0.227057991373996	0.69838385561089
SV_223	timepoint	2_post	-0.00088241667516995	0.000335123739380374	20	5	0.0300329609900465	0.69838385561089
SV_223	time_responder	1_pre_R	-0.00074007961655185	0.000473936537304911	20	5	0.157016052590765	0.69838385561089
SV_225	timepoint	2_post	-0.00275977048985977	0.00140627111737413	20	2	0.0853310451760323	0.69838385561089
SV_225	time_responder	1_pre_R	-0.00295749017032398	0.00198876768656406	20	2	0.175302698029003	0.69838385561089
SV_226	metabolic_responder	R	-0.00024084230465277	0.000230583658060092	20	1	0.317566612819644	0.69838385561089
SV_227	metabolic_responder	R	0.000953695533800991	0.000795999967258101	20	20	0.248321887339268	0.69838385561089
SV_227	timepoint	2_post	-0.000835214257183907	0.000793563692242275	20	20	0.323267139061466	0.69838385561089
SV_227	time_responder	1_pre_R	-0.00159020054055455	0.00112226853617589	20	20	0.194169112077932	0.69838385561089
SV_229	metabolic_responder	R	-0.000741869477508498	0.000691139880023286	20	3	0.308778328839757	0.69838385561089
SV_230	metabolic_responder	R	-0.0026020923191401	0.00262779476800133	20	2	0.351052168849421	0.69838385561089
SV_230	timepoint	2_post	-8.68748260440267e-05	6.19697617541692e-05	20	2	0.198534595649027	0.69838385561089
SV_232	time_responder	1_pre_R	0.00191987232923037	0.00156525862293767	20	2	0.254863574714641	0.69838385561089
SV_233	timepoint	2_post	-0.000421780190380917	0.000223027542939886	20	0	0.0952560625628821	0.69838385561089
SV_234	metabolic_responder	R	-0.000229044216582489	0.000176335033364379	20	1	0.212381086299649	0.69838385561089
SV_235	timepoint	2_post	1.11706611888585e-05	9.49635093334102e-06	20	0	0.240397474003308	0.69838385561089
SV_239	timepoint	2_post	-0.000144760551449007	0.000111132756273411	20	0	0.211152273097493	0.69838385561089
SV_239	time_responder	1_pre_R	-0.000148574474548077	0.000157165451145761	20	0	0.358544793569319	0.69838385561089
SV_24	metabolic_responder	R	-0.000477474844647411	0.000385628402342554	20	2	0.233512277465516	0.69838385561089
SV_24	timepoint	2_post	0.000377898156242537	0.000385628402342554	20	2	0.34169493349983	0.69838385561089
SV_24	time_responder	1_pre_R	0.000725466273500017	0.000545360916629108	20	2	0.202087030733654	0.69838385561089
SV_240	metabolic_responder	R	-0.00083602454104392	0.000592557955260875	20	20	0.177429327338635	0.69838385561089
SV_240	timepoint	2_post	0.000883663355989537	0.000592557955260876	20	20	0.155342680181166	0.69838385561089
SV_240	time_responder	1_pre_R	0.00088135931135951	0.000838003496822	20	20	0.308546129749367	0.69838385561089
SV_245	time_responder	1_pre_R	0.000432854644163502	0.000447428548083239	20	2	0.361663068084211	0.69838385561089
SV_247	metabolic_responder	R	0.000459418042168947	0.000301644957878326	20	0	0.151827358479467	0.69838385561089
SV_248	metabolic_responder	R	9.14175236212214e-05	8.47983551635553e-05	20	20	0.281743156392738	0.69838385561089
SV_248	timepoint	2_post	-1.14556635430096e-05	9.35187053262613e-06	20	20	0.221406138254084	0.69838385561089
SV_248	time_responder	1_pre_R	-1.37597081729932e-05	1.32255421407972e-05	20	20	0.298870345728405	0.69838385561089
SV_249	time_responder	1_pre_R	0.000338144199924095	0.000334898415660696	20	2	0.342202994481396	0.69838385561089
SV_25	metabolic_responder	R	-0.000372644440655727	0.000307200034978056	20	4	0.24467436144284	0.69838385561089
SV_250	metabolic_responder	R	-0.000229635746364789	0.000113246190825786	20	0	0.0595763413239485	0.69838385561089
SV_250	timepoint	2_post	0.00022213081334332	0.000113164920300034	20	0	0.0849832866865289	0.69838385561089
SV_250	time_responder	1_pre_R	0.000219826768713259	0.000160039365073179	20	0	0.206538463327793	0.69838385561089
SV_251	metabolic_responder	R	-7.02322563487044e-05	5.29479349670939e-05	20	0	0.203316989866596	0.69838385561089
SV_251	timepoint	2_post	7.55060898804731e-05	5.2947934967094e-05	20	0	0.173075283681108	0.69838385561089
SV_252	metabolic_responder	R	-0.000902679820151482	0.000647161514622907	20	1	0.183670069264032	0.69838385561089
SV_252	timepoint	2_post	0.000570277342952123	0.000546606081957406	20	1	0.327305374458884	0.69838385561089
SV_253	timepoint	2_post	0.000658428929032781	0.00069684455821599	20	3	0.358775464033552	0.69838385561089
SV_254	time_responder	1_pre_R	-1.69750912280123e-05	1.53232956976397e-05	20	0	0.270145151412241	0.69838385561089
SV_256	metabolic_responder	R	-0.00191988044860878	0.00129139571456187	20	2	0.159539269824578	0.69838385561089
SV_256	timepoint	2_post	0.00146868329394888	0.0010036546557954	20	2	0.181526382669508	0.69838385561089
SV_256	time_responder	1_pre_R	0.0014589759062259	0.00141938202616475	20	2	0.334071933050617	0.69838385561089
SV_257	timepoint	2_post	-0.000219622213237507	0.000137177560473265	20	0	0.148043011776053	0.69838385561089
SV_258	timepoint	2_post	-0.000216787322729076	0.000157257833867337	20	1	0.2053572464714	0.69838385561089
SV_258	time_responder	1_pre_R	-0.000273301269966403	0.000222396161444603	20	1	0.254034931419442	0.69838385561089
SV_259	metabolic_responder	R	-0.00076674519356747	0.00048325503875325	20	2	0.132160906519991	0.69838385561089
SV_26	metabolic_responder	R	-0.00228931353028907	0.00146790363472495	20	11	0.148765108816242	0.69838385561089
SV_26	timepoint	2_post	0.00194665145137981	0.000756500113464709	20	11	0.0329613651597086	0.69838385561089
SV_26	time_responder	1_pre_R	0.00150451672092188	0.00106985272039858	20	11	0.197273665469535	0.69838385561089
SV_261	time_responder	1_pre_R	-4.57761568452489e-05	4.30791350529261e-05	20	18	0.318981646742085	0.69838385561089
SV_266	timepoint	2_post	9.56022750363273e-06	8.32507732643857e-06	20	0	0.250881672854115	0.69838385561089
SV_267	metabolic_responder	R	0.00241090166497514	0.00164265022349216	20	2	0.161570940845487	0.69838385561089
SV_267	time_responder	1_pre_R	-0.00294772239925574	0.0023230582242978	20	2	0.222627424453111	0.69838385561089
SV_268	metabolic_responder	R	0.000815289179036404	0.000356701611658458	20	2	0.0362542228756592	0.69838385561089
SV_268	time_responder	1_pre_R	-0.000799423377592959	0.000504452256927733	20	2	0.132590033485344	0.69838385561089
SV_269	metabolic_responder	R	6.63413746046955e-05	4.38000560181862e-05	20	3	0.14936734555886	0.69838385561089
SV_269	timepoint	2_post	-6.57933967278543e-05	4.38000560181862e-05	20	3	0.152541562439447	0.69838385561089
SV_269	time_responder	1_pre_R	-6.80974413578946e-05	6.19426332536202e-05	20	3	0.287876919851626	0.69838385561089
SV_27	metabolic_responder	R	-0.00314794194713447	0.00308104496845553	20	9	0.330113239921376	0.69838385561089
SV_27	timepoint	2_post	0.00210675334872775	0.00158722738732711	20	9	0.221031518003537	0.69838385561089
SV_27	time_responder	1_pre_R	0.00381166539157027	0.00224467849772801	20	9	0.127922162582223	0.69838385561089
SV_271	time_responder	1_pre_R	0.000934450802764059	0.000576508625077945	20	2	0.143702043490296	0.69838385561089
SV_273	time_responder	1_pre_R	6.99485150410615e-05	5.88555811643635e-05	20	0	0.268726549363194	0.69838385561089
SV_274	timepoint	2_post	-0.000261704068007119	0.000220009805469197	20	1	0.268342143932815	0.69838385561089
SV_274	time_responder	1_pre_R	-0.00041690870330962	0.000311140850749604	20	1	0.217076987555376	0.69838385561089
SV_275	metabolic_responder	R	0.00266328365438569	0.00186134729987999	20	2	0.17404136158009	0.69838385561089
SV_275	time_responder	1_pre_R	-0.00237773675916461	0.00212139333912065	20	2	0.294872944360751	0.69838385561089
SV_277	time_responder	1_pre_R	0.000419211227849602	0.000312891697308847	20	0	0.199031121782664	0.69838385561089
SV_28	timepoint	2_post	-0.0109411160613103	0.00443737965939524	20	16	0.0389726424180637	0.69838385561089
SV_28	time_responder	1_pre_R	-0.00737496630016731	0.00627540249571526	20	16	0.27369729860164	0.69838385561089
SV_281	timepoint	2_post	-0.000788711666370553	0.000755738160940211	20	1	0.327163835006464	0.69838385561089
SV_282	timepoint	2_post	-0.00085133950694873	0.000485272549246677	20	20	0.0984988061336294	0.69838385561089
SV_282	time_responder	1_pre_R	-0.000853643551578779	0.000686279020592017	20	20	0.231462549574355	0.69838385561089
SV_283	metabolic_responder	R	0.000662252779632947	0.000418744528513629	20	2	0.15095316773536	0.69838385561089
SV_283	time_responder	1_pre_R	-0.000264226013254342	0.000117806745891937	20	2	0.055177216614525	0.69838385561089
SV_285	timepoint	2_post	-0.000136281352908313	8.67849049755195e-05	20	0	0.154978130871133	0.69838385561089
SV_285	time_responder	1_pre_R	-0.000154604692501026	0.00012273238962564	20	0	0.243287333548176	0.69838385561089
SV_287	time_responder	1_pre_R	0.000383035702804993	0.000359844983120626	20	1	0.318196734578365	0.69838385561089
SV_288	timepoint	2_post	-0.00262273894355949	0.00185668912067803	20	1	0.176932576436475	0.69838385561089
SV_288	time_responder	1_pre_R	-0.00250661962352024	0.00262575493557344	20	1	0.353967322055707	0.69838385561089
SV_289	timepoint	2_post	0.000156878895402556	0.000138236974561603	20	0	0.273152108671024	0.69838385561089
SV_289	time_responder	1_pre_R	0.000220295431840596	0.000195496604246444	20	0	0.276422769168112	0.69838385561089
SV_29	metabolic_responder	R	-0.000377376363138574	0.00021814334813887	20	0	0.102878961165435	0.69838385561089
SV_29	timepoint	2_post	0.000320072914682595	0.00021814334813887	20	0	0.161686590372895	0.69838385561089
SV_29	time_responder	1_pre_R	0.000302775274924366	0.000308501281479465	20	0	0.340984643089689	0.69838385561089
SV_290	metabolic_responder	R	0.00198855341431849	0.00140863130817031	20	1	0.177687100498039	0.69838385561089
SV_290	time_responder	1_pre_R	-0.00184638932137082	0.00182356315273032	20	1	0.340931051350699	0.69838385561089
SV_294	timepoint	2_post	0.000527660688031795	0.000424923338759547	20	4	0.232214011345445	0.69838385561089
SV_294	time_responder	1_pre_R	0.000853842442518698	0.000600932348642609	20	4	0.174552432578077	0.69838385561089
SV_298	timepoint	2_post	-0.000796765768440752	0.000387277268285785	20	3	0.0736623142767019	0.69838385561089
SV_298	time_responder	1_pre_R	-0.000729533448912029	0.000547692765208561	20	3	0.219552859622308	0.69838385561089
SV_3	metabolic_responder	R	0.0047608104594984	0.00372395793549495	20	20	0.219333085976525	0.69838385561089
SV_3	timepoint	2_post	-0.00570016537583704	0.00372395793549495	20	20	0.145380515921921	0.69838385561089
SV_3	time_responder	1_pre_R	-0.00961817799424504	0.00526647181808387	20	20	0.0865226374201544	0.69838385561089
SV_30	timepoint	2_post	2.00824961795687e-05	1.52231201151836e-05	20	20	0.223604529024274	0.69838385561089
SV_301	timepoint	2_post	-0.000869943953273043	0.000782833545264976	20	1	0.298728905228954	0.69838385561089
